College ID,College Name,Campus ID,Campus,City/Town,Postal Code,Program Name,Program Type,Program Category,Audit,"GRADUATION RATE
(%)","GRADUATE EMPLOYMENT RATE
(%)","GRADUATE EMPLOYMENT RATE IN THE FIELD OF STUDY
(%)","GRADUATE SATISFACTION RATE
(%)
","EMPLOYER SATISFACTION RATE
(%)
","OSAP DEFAULT RATE
(%)"
202479,SUMMIT LEARNING CENTRES INC.,122511,"SUMMIT COLLEGE, ACADEMIC AND CAREER STUDIES, ST. CATHERINES",ST. CATHARINES,L2P1M3,SUPPLY CHAIN RESOURCE MANAGEMENT (SCRM),Computer and Information Technology,Software Quality Assurance and Testing,Y,0.83,ND,ND,ND,ND,ND
202580,TORONTO ART THERAPY INSTITUTE,+,+,,,+,,,Y,ND,0.92,0.85,0.69,ND,ND
202580,TORONTO ART THERAPY INSTITUTE,103066,"TORONTO ART THERAPY INSTITUTE (THE), TORONTO",TORONTO,M5R1A9,+,,,Y,ND,0.92,0.85,0.69,ND,ND
202580,TORONTO ART THERAPY INSTITUTE,103066,"TORONTO ART THERAPY INSTITUTE (THE), TORONTO",TORONTO,M5R1A9,DISTANCE LEARNING GRADUATE LEVEL DIPLOMA IN ART THERAPY,Health Services,Other - Health Services,Y,ND,SS,SS,SS,ND,ND
202580,TORONTO ART THERAPY INSTITUTE,103066,"TORONTO ART THERAPY INSTITUTE (THE), TORONTO",TORONTO,M5R1A9,GRADUATE LEVEL DIPLOMA IN ART THERAPY,Health Services,Other - Health Services,Y,ND,0.90,0.80,0.80,ND,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,+,+,,,+,,,Y,0.68,0.89,0.79,0.84,0.98,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,103070,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., TORONTO",TORONTO,M9W4N6,+,,,Y,0.71,0.84,0.75,0.88,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,103070,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., TORONTO",TORONTO,M9W4N6,GAS TECHNICIAN 1,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,0.40,0.91,0.91,0.90,ND,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,103070,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., TORONTO",TORONTO,M9W4N6,GAS TECHNICIAN 2 CO-OP,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,0.62,0.93,0.86,0.89,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,103070,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., TORONTO",TORONTO,M9W4N6,GAS TECHNICIAN 2 EVENING,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,0.92,0.86,0.64,0.77,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,103070,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., TORONTO",TORONTO,M9W4N6,GAS TECHNICIAN 3 CO-OP,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,0.82,0.74,0.69,0.90,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,103070,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., TORONTO",TORONTO,M9W4N6,GAS TECHNICIAN 3 EVENING,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,0.99,0.79,0.59,0.83,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,103070,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., TORONTO",TORONTO,M9W4N6,HVAC CO-OP,Service Trade,Other- Service Trade,Y,0.36,0.86,0.71,1.00,ND,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,106359,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., CAMBRIDGE",CAMBRIDGE,N1R5R5,+,,,Y,0.72,0.93,0.83,0.86,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,106359,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., CAMBRIDGE",CAMBRIDGE,N1R5R5,GAS TECHNICIAN 1,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,0.40,1.00,1.00,0.50,ND,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,106359,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., CAMBRIDGE",CAMBRIDGE,N1R5R5,GAS TECHNICIAN 2 CO-OP,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,0.48,0.98,0.95,0.98,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,106359,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., CAMBRIDGE",CAMBRIDGE,N1R5R5,GAS TECHNICIAN 2 EVENING,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,0.92,1.00,0.80,0.70,ND,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,106359,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., CAMBRIDGE",CAMBRIDGE,N1R5R5,GAS TECHNICIAN 3 CO-OP,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,0.98,0.84,0.70,0.78,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,106359,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., CAMBRIDGE",CAMBRIDGE,N1R5R5,GAS TECHNICIAN 3 EVENING,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,0.96,1.00,0.83,1.00,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,106359,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., CAMBRIDGE",CAMBRIDGE,N1R5R5,HVAC CO-OP,Service Trade,Other- Service Trade,Y,0.45,1.00,1.00,1.00,ND,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,106379,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., ORO",ORO,L0L2X0,+,,,Y,0.67,0.88,0.73,0.81,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,106379,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., ORO",ORO,L0L2X0,GAS TECHNICIAN 2 CO-OP,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,0.59,0.88,0.85,0.85,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,106379,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., ORO",ORO,L0L2X0,GAS TECHNICIAN 3 CO-OP,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,0.78,0.83,0.70,0.70,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,106379,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., ORO",ORO,L0L2X0,GAS TECHNICIAN 3 EVENING,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,1.00,1.00,0.40,1.00,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,106379,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., ORO",ORO,L0L2X0,HVAC CO-OP,Service Trade,Other- Service Trade,Y,0.33,1.00,1.00,1.00,ND,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,106399,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., OTTAWA",OTTAWA,K1T3V7,+,,,Y,0.66,0.95,0.89,0.81,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,106399,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., OTTAWA",OTTAWA,K1T3V7,GAS TECHNICIAN 1,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,0.00,SS,SS,SS,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,106399,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., OTTAWA",OTTAWA,K1T3V7,GAS TECHNICIAN 2 CO-OP,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,0.40,1.00,0.94,0.77,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,106399,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., OTTAWA",OTTAWA,K1T3V7,GAS TECHNICIAN 2 EVENING,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,0.93,1.00,1.00,0.91,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,106399,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., OTTAWA",OTTAWA,K1T3V7,GAS TECHNICIAN 3 CO-OP,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,0.97,0.90,0.83,0.78,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,106399,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., OTTAWA",OTTAWA,K1T3V7,GAS TECHNICIAN 3 EVENING,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,1.00,1.00,0.89,0.78,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,106399,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., OTTAWA",OTTAWA,K1T3V7,HVAC CO-OP,Service Trade,Other- Service Trade,Y,0.46,0.80,0.80,0.90,ND,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,183515,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., OSHAWA",OSHAWA,L1H1G5,+,,,Y,0.63,0.94,0.72,0.81,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,183515,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., OSHAWA",OSHAWA,L1H1G5,GAS TECHNICIAN 1,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,0.00,ND,ND,ND,ND,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,183515,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., OSHAWA",OSHAWA,L1H1G5,GAS TECHNICIAN 2 CO-OP,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,0.46,0.84,0.79,0.79,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,183515,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., OSHAWA",OSHAWA,L1H1G5,GAS TECHNICIAN 2 EVENING,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,0.87,ND,ND,ND,ND,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,183515,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., OSHAWA",OSHAWA,L1H1G5,GAS TECHNICIAN 3 CO-OP,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,0.86,1.00,0.69,0.69,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,183515,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., OSHAWA",OSHAWA,L1H1G5,GAS TECHNICIAN 3 EVENING,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,1.00,1.00,0.67,1.00,ND,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,183515,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., OSHAWA",OSHAWA,L1H1G5,HVAC CO-OP,Service Trade,Other- Service Trade,Y,0.18,SS,SS,SS,ND,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,204355,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., LONDON",LONDON,N6M1G9,+,,,Y,0.61,0.86,0.81,0.80,0.86,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,204355,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., LONDON",LONDON,N6M1G9,GAS TECHNICIAN 1,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,1.00,1.00,1.00,0.67,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,204355,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., LONDON",LONDON,N6M1G9,GAS TECHNICIAN 2 CO-OP,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,0.54,0.92,0.86,0.90,0.80,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,204355,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., LONDON",LONDON,N6M1G9,GAS TECHNICIAN 2 EVENING,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,1.00,ND,ND,ND,ND,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,204355,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., LONDON",LONDON,N6M1G9,GAS TECHNICIAN 3 CO-OP,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,0.61,0.69,0.62,0.57,1.00,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,204355,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., LONDON",LONDON,N6M1G9,GAS TECHNICIAN 3 EVENING,Technical Standards and Safety Authority (TSSA) Restricted Tradesperson,Gas Technician,Y,SS,SS,SS,SS,ND,ND
202600,HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD.,204355,"HI-MARK OCCUPATIONAL SKILLS TRAINING CENTRE LTD., LONDON",LONDON,N6M1G9,HVAC CO-OP,Service Trade,Other- Service Trade,Y,0.25,SS,SS,SS,ND,ND
202601,THE SCHOOL OF RESTORATION ARTS AT WILLOWBANK,+,+,,,+,,,Y,0.75,1.00,1.00,1.00,ND,ND
202601,THE SCHOOL OF RESTORATION ARTS AT WILLOWBANK,103175,"WILLOWBANK, NIAGARA-QUEENSTON",QUEENSTON,L0S1L0,+,,,Y,0.75,1.00,1.00,1.00,ND,ND
202601,THE SCHOOL OF RESTORATION ARTS AT WILLOWBANK,103175,"WILLOWBANK, NIAGARA-QUEENSTON",QUEENSTON,L0S1L0,HERITAGE CONSERVATION,Services,Auctioneering,Y,0.75,1.00,1.00,1.00,ND,ND
202618,LSC INTERNATIONAL COLLEGE LTD.,+,+,,,+,,,Y,1.00,1.00,1.00,0.50,ND,ND
202618,LSC INTERNATIONAL COLLEGE LTD.,103096,"EC INTERNATIONAL COLLEGE OF TEACHER TRAINING, TORONTO",TORONTO,M4R2G8,+,,,Y,1.00,1.00,1.00,0.50,ND,ND
202618,LSC INTERNATIONAL COLLEGE LTD.,103096,"EC INTERNATIONAL COLLEGE OF TEACHER TRAINING, TORONTO",TORONTO,M4R2G8,CAMBRIDGE CERTIFICATE IN TEACHING ENGLISH (PART TIME),Human Services,Educator,Y,1.00,1.00,1.00,0.50,ND,ND
202618,LSC INTERNATIONAL COLLEGE LTD.,103096,"EC INTERNATIONAL COLLEGE OF TEACHER TRAINING, TORONTO",TORONTO,M4R2G8,CAMBRIDGE CERTIFICATE IN TEACHING ENGLISH,Human Services,Educator,Y,1.00,ND,ND,ND,ND,ND
202619,RANDOLPH SCHOOL OF ARTS,+,+,,,+,,,Y,0.78,0.78,0.44,0.55,ND,ND
202619,RANDOLPH SCHOOL OF ARTS,103109,"RANDOLPH COLLEGE FOR THE PERFORMING ARTS, TORONTO",TORONTO,M5S2R4,+,,,Y,0.78,0.78,0.44,0.55,ND,0.10
202619,RANDOLPH SCHOOL OF ARTS,103109,"RANDOLPH COLLEGE FOR THE PERFORMING ARTS, TORONTO",TORONTO,M5S2R4,PERFORMING ARTS PROGRAM,Applied Arts and Science,Performing Arts,Y,0.78,0.78,0.44,0.55,ND,ND
202647,LAKEVIEW SCHOOL,+,+,,,+,,,Y,ND,SS,SS,SS,ND,ND
202647,LAKEVIEW SCHOOL,103213,"LMS MONTESSORI TEACHER EDUCATION PROGRAM, WINDSOR",WINDSOR,N8N1B5,+,,,Y,ND,SS,SS,SS,ND,ND
202647,LAKEVIEW SCHOOL,103213,"LMS MONTESSORI TEACHER EDUCATION PROGRAM, WINDSOR",WINDSOR,N8N1B5,MONTESSORI EDUCATOR - EARLY CHILDHOOD,Human Services,Educator,Y,ND,SS,SS,SS,ND,ND
202770,CANADIAN GEMMOLOGICAL ASSOCIATION,+,+,,,+,,,Y,1.00,0.67,0.33,1.00,ND,ND
202770,CANADIAN GEMMOLOGICAL ASSOCIATION,103230,"CANADIAN GEMMOLOGICAL ASSOCIATION, TORONTO (QUEEN STREET)",TORONTO,M5C1R6,+,,,Y,1.00,0.67,0.33,1.00,ND,ND
202770,CANADIAN GEMMOLOGICAL ASSOCIATION,103230,"CANADIAN GEMMOLOGICAL ASSOCIATION, TORONTO (QUEEN STREET)",TORONTO,M5C1R6,ACCELERATED PROFESSIONAL GEMMOLOGY,Service Trade,Other- Service Trade,Y,1.00,0.67,0.33,1.00,ND,ND
204200,NACPT PHARMA COLLEGE CORP,+,+,,,+,,,Y,0.82,ND,ND,ND,ND,ND
204200,NACPT PHARMA COLLEGE CORP,104299,"NORTH AMERICAN COLLEGE OF PHARMACEUTICAL TECHNOLOGY, SCARBOROUGH",SCARBOROUGH,M1S5E8,+,,,Y,0.82,ND,ND,ND,ND,ND
204200,NACPT PHARMA COLLEGE CORP,104299,"NORTH AMERICAN COLLEGE OF PHARMACEUTICAL TECHNOLOGY, SCARBOROUGH",SCARBOROUGH,M1S5E8,ACCOUNTING AND PAYROLL ADMINISTRATION,Business,Accounting,Y,SS,ND,ND,ND,ND,ND
204200,NACPT PHARMA COLLEGE CORP,104299,"NORTH AMERICAN COLLEGE OF PHARMACEUTICAL TECHNOLOGY, SCARBOROUGH",SCARBOROUGH,M1S5E8,CANNABIS QUALITY CONTROL AND QUALITY ASSURANCE,Health Services,Pharmaceutical Technology,Y,SS,ND,ND,ND,ND,ND
204200,NACPT PHARMA COLLEGE CORP,104299,"NORTH AMERICAN COLLEGE OF PHARMACEUTICAL TECHNOLOGY, SCARBOROUGH",SCARBOROUGH,M1S5E8,INDUSTRIAL CANNABIS PRODUCTION TECHNOLOGY,Health Services,Pharmaceutical Technology,Y,0.87,ND,ND,ND,ND,ND
204200,NACPT PHARMA COLLEGE CORP,104299,"NORTH AMERICAN COLLEGE OF PHARMACEUTICAL TECHNOLOGY, SCARBOROUGH",SCARBOROUGH,M1S5E8,MEDICAL OFFICE ADMINISTRATION,Health Services,Medical Office Administration/Management,Y,SS,ND,ND,ND,ND,ND
204200,NACPT PHARMA COLLEGE CORP,104299,"NORTH AMERICAN COLLEGE OF PHARMACEUTICAL TECHNOLOGY, SCARBOROUGH",SCARBOROUGH,M1S5E8,PHARMACEUTICAL QUALITY CONTROL AND QUALITY ASSURANCE,Health Services,Pharmaceutical Technology,Y,SS,ND,ND,ND,ND,ND
204580,CANADIAN CARE ACADEMY INC.,+,+,,,+,,,Y,0.83,0.86,0.74,0.99,1.00,ND
204580,CANADIAN CARE ACADEMY INC.,104360,"CANADIAN CARE ACADEMY INC., TORONTO",TORONTO,M2R3W4,+,,,Y,0.83,0.86,0.74,0.99,1.00,ND
204580,CANADIAN CARE ACADEMY INC.,104360,"CANADIAN CARE ACADEMY INC., TORONTO",TORONTO,M2R3W4,NACC PERSONAL SUPPORT WORKER 2022,Health Services,Personal Support Worker/Personal Attendant,Y,ND,0.80,0.80,1.00,ND,ND
204580,CANADIAN CARE ACADEMY INC.,104360,"CANADIAN CARE ACADEMY INC., TORONTO",TORONTO,M2R3W4,NACC PSW 2015,Health Services,Personal Support Worker/Personal Attendant,Y,0.83,0.86,0.73,0.99,1.00,ND
204962,1578922 ONTARIO INC,+,+,,,+,,,Y,0.95,0.88,0.76,0.87,0.89,ND
204962,1578922 ONTARIO INC,105059,"NIAGARA SKILLED TRADES ACADEMY, ST. CATHARINES",ST. CATHARINES,L2M3Y2,+,,,Y,0.90,0.90,0.76,0.88,0.75,ND
204962,1578922 ONTARIO INC,105059,"NIAGARA SKILLED TRADES ACADEMY, ST. CATHARINES",ST. CATHARINES,L2M3Y2,GAS TECHNICIAN 2 (P/T),Service Trade,Other- Service Trade,Y,1.00,0.92,0.92,0.83,1.00,ND
204962,1578922 ONTARIO INC,105059,"NIAGARA SKILLED TRADES ACADEMY, ST. CATHARINES",ST. CATHARINES,L2M3Y2,GAS TECHNICIAN 2,Service Trade,Other- Service Trade,Y,1.00,0.84,0.79,0.94,1.00,ND
204962,1578922 ONTARIO INC,105059,"NIAGARA SKILLED TRADES ACADEMY, ST. CATHARINES",ST. CATHARINES,L2M3Y2,GAS TECHNICIAN 3 (P/T),Service Trade,Other- Service Trade,Y,0.52,1.00,0.77,0.82,1.00,ND
204962,1578922 ONTARIO INC,105059,"NIAGARA SKILLED TRADES ACADEMY, ST. CATHARINES",ST. CATHARINES,L2M3Y2,GAS TECHNICIAN 3,Service Trade,Other- Service Trade,Y,1.00,0.84,0.63,0.90,0.00,ND
204962,1578922 ONTARIO INC,106199,"HALTON SKILLED TRADES ACADEMY, OAKVILLE",OAKVILLE,L6L6M6,+,,,Y,1.00,0.87,0.76,0.87,1.00,ND
204962,1578922 ONTARIO INC,106199,"HALTON SKILLED TRADES ACADEMY, OAKVILLE",OAKVILLE,L6L6M6,GAS TECHNICIAN 2 (P/T),Service Trade,Other- Service Trade,Y,1.00,1.00,0.90,0.95,1.00,ND
204962,1578922 ONTARIO INC,106199,"HALTON SKILLED TRADES ACADEMY, OAKVILLE",OAKVILLE,L6L6M6,GAS TECHNICIAN 2,Service Trade,Other- Service Trade,Y,1.00,0.72,0.61,0.84,1.00,ND
204962,1578922 ONTARIO INC,106199,"HALTON SKILLED TRADES ACADEMY, OAKVILLE",OAKVILLE,L6L6M6,GAS TECHNICIAN 3 (P/T),Service Trade,Other- Service Trade,Y,1.00,0.90,0.90,0.70,1.00,ND
204962,1578922 ONTARIO INC,106199,"HALTON SKILLED TRADES ACADEMY, OAKVILLE",OAKVILLE,L6L6M6,GAS TECHNICIAN 3,Service Trade,Other- Service Trade,Y,1.00,0.86,0.64,0.89,ND,ND
205164,OTTIMISTICO CORP.,+,+,,,+,,,Y,0.95,0.80,0.80,0.93,1.00,ND
205164,OTTIMISTICO CORP.,104479,"CAPPA SCHOOL OF HAIRSTYLING & AESTHETICS, 56 ST. PAUL ST. - ST. CATHARINES",ST. CATHARINES,L2S2C2,+,,,Y,0.95,0.80,0.80,0.93,1.00,0.08
205164,OTTIMISTICO CORP.,104479,"CAPPA SCHOOL OF HAIRSTYLING & AESTHETICS, 56 ST. PAUL ST. - ST. CATHARINES",ST. CATHARINES,L2S2C2,ESTHETICS,Human Services,Esthetics/Medical Esthetics,Y,SS,SS,SS,SS,ND,ND
205164,OTTIMISTICO CORP.,104479,"CAPPA SCHOOL OF HAIRSTYLING & AESTHETICS, 56 ST. PAUL ST. - ST. CATHARINES",ST. CATHARINES,L2S2C2,HAIRSTYLING,Service Trade,Hairstylist,Y,0.95,0.77,0.77,0.92,1.00,ND
205201,PATHWAYS SKILL DEVELOPMENT & PLACEMENT CENTRE,+,+,,,+,,,Y,0.35,0.77,0.65,0.74,0.60,ND
205201,PATHWAYS SKILL DEVELOPMENT & PLACEMENT CENTRE,104519,"PATHWAYS SKILL DEVELOPMENT & PLACEMENT CENTRE, LONDON",LONDON,N6B1K8,+,,,Y,0.35,0.77,0.65,0.74,0.60,ND
205201,PATHWAYS SKILL DEVELOPMENT & PLACEMENT CENTRE,104519,"PATHWAYS SKILL DEVELOPMENT & PLACEMENT CENTRE, LONDON",LONDON,N6B1K8,ADMINISTRATIVE AND CLERICAL TRAINING PROGRAM,Business,Office Administration,Y,0.36,0.91,0.73,0.73,0.67,ND
205201,PATHWAYS SKILL DEVELOPMENT & PLACEMENT CENTRE,104519,"PATHWAYS SKILL DEVELOPMENT & PLACEMENT CENTRE, LONDON",LONDON,N6B1K8,CONSTRUCTION TECHNOLOGIES TRAINING (CTT),Construction Trade,Heavy Equipment Operator,Y,0.35,0.73,0.60,0.80,0.50,ND
205201,PATHWAYS SKILL DEVELOPMENT & PLACEMENT CENTRE,104519,"PATHWAYS SKILL DEVELOPMENT & PLACEMENT CENTRE, LONDON",LONDON,N6B1K8,LOGISTICS AND MANUFACTURING TRAINING,Service Trade,Other- Service Trade,Y,0.27,0.57,0.57,0.57,ND,ND
205201,PATHWAYS SKILL DEVELOPMENT & PLACEMENT CENTRE,104519,"PATHWAYS SKILL DEVELOPMENT & PLACEMENT CENTRE, LONDON",LONDON,N6B1K8,PROPERTY MAINTENANCE TRAINING,Services,Other - Services,Y,0.47,1.00,1.00,1.00,ND,ND
205280,CAREFIRST SENIORS AND COMMUNITY SERVICES ASSOCIATION,+,+,,,+,,,Y,SS,SS,SS,SS,ND,ND
205280,CAREFIRST SENIORS AND COMMUNITY SERVICES ASSOCIATION,104799,"CAREFIRST VOCATIONAL TRAINING CENTRE, SCARBOROUGH",SCARBOROUGH,M1V0G2,+,,,Y,SS,SS,SS,SS,ND,ND
205280,CAREFIRST SENIORS AND COMMUNITY SERVICES ASSOCIATION,104799,"CAREFIRST VOCATIONAL TRAINING CENTRE, SCARBOROUGH",SCARBOROUGH,M1V0G2,PERSONAL SUPPORT WORKER,Health Services,Personal Support Worker/Personal Attendant,Y,SS,SS,SS,SS,ND,ND
205620,CANADIAN CENTRE FOR LANGUAGE AND CULTURAL STUDIES INC.,+,+,,,+,,,Y,0.27,0.93,0.87,0.88,ND,ND
205620,CANADIAN CENTRE FOR LANGUAGE AND CULTURAL STUDIES INC.,104659,"CANADIAN CENTRE FOR LANGUAGE AND CULTURAL STUDIES, TORONTO",TORONTO,M6G2M1,+,,,Y,0.27,0.93,0.87,0.88,ND,ND
205620,CANADIAN CENTRE FOR LANGUAGE AND CULTURAL STUDIES INC.,104659,"CANADIAN CENTRE FOR LANGUAGE AND CULTURAL STUDIES, TORONTO",TORONTO,M6G2M1,TESL CANADA ACCREDITED DIPLOMA (FULL TIME),Human Services,Educator,Y,0.14,0.86,0.86,0.88,ND,ND
205620,CANADIAN CENTRE FOR LANGUAGE AND CULTURAL STUDIES INC.,104659,"CANADIAN CENTRE FOR LANGUAGE AND CULTURAL STUDIES, TORONTO",TORONTO,M6G2M1,TESL CANADA ACCREDITED DIPLOMA (PART TIME),Human Services,Educator,Y,SS,SS,SS,SS,ND,ND
